   0.0000000e+00  -7.1433982e-02
   1.0000000e+00  -8.0236719e-02
   2.0000000e+00  -8.8686596e-02
   3.0000000e+00  -9.4115006e-02
   4.0000000e+00  -9.3956643e-02
   5.0000000e+00  -8.6480087e-02
   6.0000000e+00  -7.1316460e-02
   7.0000000e+00  -4.9642594e-02
   8.0000000e+00  -2.3980393e-02
   9.0000000e+00   2.3161370e-03
   1.0000000e+01   2.5736553e-02
   1.1000000e+01   4.3277520e-02
   1.2000000e+01   5.2946935e-02
   1.3000000e+01   5.4022927e-02
   1.4000000e+01   4.7051438e-02
   1.5000000e+01   3.3621352e-02
   1.6000000e+01   1.5987577e-02
   1.7000000e+01  -3.3771149e-03
   1.8000000e+01  -2.2222249e-02
   1.9000000e+01  -3.8878653e-02
   2.0000000e+01  -5.2473186e-02
   2.1000000e+01  -6.2955280e-02
   2.2000000e+01  -7.0925091e-02
   2.3000000e+01  -7.7299705e-02
   2.4000000e+01  -8.2902068e-02
