   0.0000000e+00  -5.3706912e-02
   1.0000000e+00  -7.1712421e-02
   2.0000000e+00  -8.2396429e-02
   3.0000000e+00  -8.2628595e-02
   4.0000000e+00  -7.1901370e-02
   5.0000000e+00  -5.2439841e-02
   6.0000000e+00  -2.8604234e-02
   7.0000000e+00  -5.7667218e-03
   8.0000000e+00   1.1028585e-02
   9.0000000e+00   1.8276913e-02
   1.0000000e+01   1.4803360e-02
   1.1000000e+01   1.9605178e-03
   1.2000000e+01  -1.6789152e-02
   1.3000000e+01  -3.6785042e-02
   1.4000000e+01  -5.3344645e-02
   1.5000000e+01  -6.2919536e-02
   1.6000000e+01  -6.3952777e-02
   1.7000000e+01  -5.7226927e-02
   1.8000000e+01  -4.5610023e-02
   1.9000000e+01  -3.3253946e-02
   2.0000000e+01  -2.4442961e-02
   2.1000000e+01  -2.2391775e-02
   2.2000000e+01  -2.8319101e-02
   2.3000000e+01  -4.1059059e-02
   2.4000000e+01  -5.7329849e-02
